Label,Vulnerability Name,Package Name,Package Version,Type,Publish Date
M,Cross-site Scripting (XSS),librenms/librenms,&lt;21.4.0,Composer,"0,Sep,2021"
C,Cross-site Scripting (XSS),remark-html,"&gt;&#x3D;14.0.0 &lt;14.0.1,&lt;13.0.2",npm,"0,Sep,2021"
C,Cross-site Scripting (XSS),org.webjars.npm:remark-html,"[0,]",Maven,"0,Sep,2021"
M,Cross-site Scripting (XSS),org.jenkins-ci.plugins:git,"[,4.2.1)",Maven,"1,Mar,2020"
M,Cross-site Scripting (XSS),org.jenkins-ci.plugins:audit-trail,"[,3.3)",Maven,"1,Mar,2020"
M,Cross-site Scripting (XSS),org.jenkins-ci.plugins:timestamper,"[,1.11.2)",Maven,"1,Mar,2020"
H,Cross-site Scripting (XSS),getgrav/grav,&lt;1.6.30,Composer,"1,Dec,2020"
M,Cross-site Scripting (XSS),apache-airflow,"[,2.0.2)",pip,"1,Dec,2020"
H,Cross-site Scripting (XSS),ckeditor4-dev,&lt;4.15.1,npm,"0,Dec,2020"
M,Cross-site Scripting (XSS),s-cart/core,&lt;4.4,Composer,"0,Dec,2020"
H,Cross-site Scripting (XSS),cabot,"[0,]",pip,"0,Dec,2020"
H,Cross-site Scripting (XSS),html-purify,*,npm,"0,Dec,2020"
M,Cross-site Scripting (XSS),mediawiki/core,&gt;&#x3D;0.0.0,Composer,"0,Dec,2020"
M,Cross-site Scripting (XSS),mediawiki/core,&gt;&#x3D;0.0.0,Composer,"0,Dec,2020"
M,Cross-site Scripting (XSS),materialize-css,*,npm,"1,Sep,2021"
M,Cross-site Scripting (XSS),org.webjars.npm:materialize-css,"[0,]",Maven,"1,Sep,2021"
M,Cross-site Scripting (XSS),org.jenkins-ci.plugins:dashboard-view,"[,2.16)",Maven,"1,Jun,2021"
M,Cross-site Scripting (XSS),org.jenkins-ci.plugins:kiuwanjenkinsplugin,"[,1.6.1)",Maven,"1,Jun,2021"
M,Cross-site Scripting (XSS),moodle/moodle,&gt;&#x3D;0.0.0,Composer,"1,Jun,2021"
M,Cross-site Scripting (XSS),pagekit/pagekit,&gt;&#x3D;0.0.0,Composer,"1,Jun,2021"
M,Cross-site Scripting (XSS),github.com/3xxx/engineercms/controllers,&lt;1.1.0,Go,"0,Oct,2021"
M,Cross-site Scripting (XSS),james-heinrich/getid3,&lt;1.9.21,Composer,"0,Oct,2021"
M,Cross-site Scripting (XSS),hjue/justwriting,&gt;&#x3D;0.0.0,Composer,"0,Oct,2021"
M,Cross-site Scripting (XSS),org.opencrx:opencrx-gradle,"[4.0.0, 5.2.0)",Maven,"0,Oct,2021"
M,Cross-site Scripting (XSS),org.opencrx:opencrx-core-models,"[4.0.0, 5.2.0)",Maven,"0,Oct,2021"
M,Cross-site Scripting (XSS),org.opencrx:opencrx-core-config,"[4.0.0, 5.2.0)",Maven,"0,Oct,2021"
M,Cross-site Scripting (XSS),org.opencrx:opencrx-core,"[4.0.0, 5.2.0)",Maven,"0,Oct,2021"
M,Cross-site Scripting (XSS),org.opencrx:opencrx-client,"[4.0.0, 5.2.0)",Maven,"0,Oct,2021"
M,Cross-site Scripting (XSS),wanglelecc/laracms,&gt;&#x3D;0.0.0,Composer,"3,Sep,2021"
M,Cross-site Scripting (XSS),wanglelecc/laracms,&gt;&#x3D;0.0.0,Composer,"3,Sep,2021"
M,Cross-site Scripting (XSS),layui-src,&lt;2.6.8,npm,"0,Jun,2021"
M,Cross-site Scripting (XSS),layui,&lt;2.6.8,npm,"0,Jun,2021"
M,Cross-site Scripting (XSS),org.webjars:layui,"[0,2.6.8)",Maven,"0,Jun,2021"
M,Cross-site Scripting (XSS),mautic/core,"&gt;&#x3D;4.0.0-alpha1, &lt;4.0.0,&lt;3.3.4",Composer,"3,Aug,2021"
H,Cross-site Scripting (XSS),mautic/core,"&gt;&#x3D;4.0.0-alpha1, &lt;4.0.0,&lt;3.3.4",Composer,"3,Aug,2021"
M,Cross-site Scripting (XSS),mautic/core,"&gt;&#x3D;4.0.0-alpha1, &lt;4.0.0,&lt;3.3.4",Composer,"3,Aug,2021"
M,Cross-site Scripting (XSS),simiki,"[0,]",pip,"2,Aug,2021"
M,Cross-site Scripting (XSS),feedparser,"[,5.0)",pip,"2,Aug,2021"
C,Cross-site Scripting (XSS),roundup,"[,1.4.4)",pip,"2,Aug,2021"
H,Cross-site Scripting (XSS),magento/core,&lt;1.9.4.5,Composer,"0,May,2020"
H,Cross-site Scripting (XSS),magento/community-edition,"&gt;&#x3D;2.3.5, &lt;2.3.5-p1,&lt;2.3.4-p2",Composer,"0,May,2020"
H,Cross-site Scripting (XSS),magento/core,&lt;1.9.4.5,Composer,"0,May,2020"
H,Cross-site Scripting (XSS),magento/community-edition,"&gt;&#x3D;2.3.5, &lt;2.3.5-p1,&lt;2.3.4-p2",Composer,"0,May,2020"
H,Cross-site Scripting (XSS),magento/core,&lt;1.9.4.5,Composer,"0,May,2020"
H,Cross-site Scripting (XSS),magento/community-edition,"&gt;&#x3D;2.3.5, &lt;2.3.5-p1,&lt;2.3.4-p2",Composer,"0,May,2020"
M,Cross-site Scripting (XSS),magento/community-edition,"&gt;&#x3D;2.1, &lt;2.1.17,&gt;&#x3D;2.2, &lt;2.2.8,&gt;&#x3D;2.3, &lt;2.3.1",Composer,"0,Apr,2019"
M,Cross-site Scripting (XSS),magento/community-edition,"&gt;&#x3D;2.1, &lt;2.1.17,&gt;&#x3D;2.2, &lt;2.2.8,&gt;&#x3D;2.3, &lt;2.3.1",Composer,"0,Apr,2019"
H,Cross-site Scripting (XSS),magento/community-edition,"&gt;&#x3D;2.1, &lt;2.1.17,&gt;&#x3D;2.2, &lt;2.2.8,&gt;&#x3D;2.3, &lt;2.3.1",Composer,"0,Apr,2019"
M,Cross-site Scripting (XSS),vconsole,&lt;3.4.1,npm,"2,Apr,2021"
M,Cross-site Scripting (XSS),react-draft-wysiwyg,&lt;1.14.6,npm,"2,Apr,2021"
M,Cross-site Scripting (XSS),org.webjars.npm:react-draft-wysiwyg,"[,1.14.6)",Maven,"2,Apr,2021"
M,Cross-site Scripting (XSS),bootstrap,"&gt;&#x3D;4.0.0, &lt;4.1.2",RubyGems,"1,Jun,2018"
M,Cross-site Scripting (XSS),bootstrap4,"[0,]",pip,"1,Jun,2018"
M,Cross-site Scripting (XSS),bootstrap4,"[0,]",pip,"1,Jun,2018"
M,Cross-site Scripting (XSS),bootstrap,"[4.0.0 ,4.1.2)",NuGet,"1,Jun,2018"
M,Cross-site Scripting (XSS),bootstrap,"[4.0.0 ,4.1.2),[,3.4.0)",NuGet,"1,Jun,2018"
M,Cross-site Scripting (XSS),bootstrap-sass,&lt;3.4.0,npm,"1,Jun,2018"
M,Cross-site Scripting (XSS),bootstrap,"&lt;3.4.0,&gt;&#x3D;4.0.0 &lt;4.1.2",npm,"1,Jun,2018"
M,Cross-site Scripting (XSS),bootstrap,&gt;&#x3D;4.0.0 &lt;4.1.2,npm,"1,Jun,2018"
M,Cross-site Scripting (XSS),org.webjars:bootstrap-sass,"[,3.4.0)",Maven,"1,Jun,2018"
M,Cross-site Scripting (XSS),org.webjars:bootstrap,"[,3.4.0),[4.0.0 ,4.1.2)",Maven,"1,Jun,2018"
M,Cross-site Scripting (XSS),org.webjars:bootstrap,"[4.0.0 ,4.1.2)",Maven,"1,Jun,2018"
M,Cross-site Scripting (XSS),org.webjars.npm:bootstrap-sass,"[,3.4.0)",Maven,"1,Jun,2018"
M,Cross-site Scripting (XSS),org.webjars.npm:bootstrap,"[,3.4.0),[4.0.0 ,4.1.2)",Maven,"1,Jun,2018"
M,Cross-site Scripting (XSS),org.webjars.npm:bootstrap,"[4.0.0 ,4.1.2)",Maven,"1,Jun,2018"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.twbs:bootstrap-sass,"[,3.4.0)",Maven,"1,Jun,2018"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.twbs:bootstrap,"(,3.4.0),[4.0.0,4.1.2)",Maven,"1,Jun,2018"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.twbs:bootstrap,"[4.0.0,4.1.2)",Maven,"1,Jun,2018"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.jasny:bootstrap,"[0,]",Maven,"1,Jun,2018"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.angular-ui:bootstrap,"[0,]",Maven,"1,Jun,2018"
M,Cross-site Scripting (XSS),org.webjars.bower:bootstrap-sass,"[0,]",Maven,"1,Jun,2018"
M,Cross-site Scripting (XSS),org.webjars.bower:bootstrap,"(,3.4.0),[4.0.0,4.1.2)",Maven,"1,Jun,2018"
M,Cross-site Scripting (XSS),org.webjars.bower:bootstrap,"[4.0.0,4.1.2)",Maven,"1,Jun,2018"
M,Cross-site Scripting (XSS),org.fujion.webjars:bootstrap,"[0,]",Maven,"1,Jun,2018"
M,Cross-site Scripting (XSS),baserproject/basercms,"&lt;3.0.16,&gt;&#x3D;4.0.0, &lt;4.1.1",Composer,"0,Jul,2018"
M,Cross-site Scripting (XSS),baserproject/basercms,"&lt;3.0.16,&gt;&#x3D;4.0.0, &lt;4.1.1",Composer,"0,Jul,2018"
H,Cross-site Scripting (XSS),baserproject/basercms,"&gt;&#x3D;4.0.0, &lt;4.3.7",Composer,"3,Aug,2020"
H,Cross-site Scripting (XSS),baserproject/basercms,"&gt;&#x3D;4.0.0, &lt;4.3.7",Composer,"3,Aug,2020"
H,Cross-site Scripting (XSS),prismjs,&gt;&#x3D;1.1.0 &lt;1.21.0,npm,"0,Aug,2020"
H,Cross-site Scripting (XSS),org.webjars:prismjs,"[1.1.0,1.21.0)",Maven,"0,Aug,2020"
H,Cross-site Scripting (XSS),org.webjars.npm:prismjs,"[1.1.0,1.21.0)",Maven,"0,Aug,2020"
H,Cross-site Scripting (XSS),prismjs/prism,&lt;1.21.0,Composer,"0,Aug,2020"
M,Cross-site Scripting (XSS),vue-devtools,*,npm,"0,Feb,2021"
M,Cross-site Scripting (XSS),datasette-css-properties,"[,0.2)",pip,"0,Feb,2021"
M,Cross-site Scripting (XSS),apache-superset,"[,0.36.0)",pip,"0,Feb,2021"
M,Cross-site Scripting (XSS),apache-superset,"[,0.34.0)",pip,"0,Feb,2021"
M,Cross-site Scripting (XSS),apache-superset,"[,0.34.0)",pip,"0,Feb,2021"
M,Cross-site Scripting (XSS),frappe-charts,*,npm,"0,May,2021"
M,Cross-site Scripting (XSS),org.webjars.npm:frappe-charts,"[0,]",Maven,"0,May,2021"
M,Cross-site Scripting (XSS),localstack,"[0,]",pip,"0,May,2021"
M,Cross-site Scripting (XSS),highcharts,&lt;9.0.0,npm,"0,May,2021"
M,Cross-site Scripting (XSS),org.webjars:highcharts,"[,9.2.2)",Maven,"0,May,2021"
M,Cross-site Scripting (XSS),org.webjars.npm:highcharts,"[0,]",Maven,"0,May,2021"
M,Cross-site Scripting (XSS),magento/community-edition,"&gt;&#x3D;2.1, &lt;2.1.17,&gt;&#x3D;2.2, &lt;2.2.8,&gt;&#x3D;2.3, &lt;2.3.1",Composer,"0,Apr,2019"
M,Cross-site Scripting (XSS),magento/community-edition,"&gt;&#x3D;2.1, &lt;2.1.17,&gt;&#x3D;2.2, &lt;2.2.8,&gt;&#x3D;2.3, &lt;2.3.1",Composer,"0,Apr,2019"
M,Cross-site Scripting (XSS),magento/community-edition,"&gt;&#x3D;2.1, &lt;2.1.17,&gt;&#x3D;2.2, &lt;2.2.8,&gt;&#x3D;2.3, &lt;2.3.1",Composer,"0,Apr,2019"
M,Cross-site Scripting (XSS),magento/community-edition,"&gt;&#x3D;2.1, &lt;2.1.17,&gt;&#x3D;2.2, &lt;2.2.8,&gt;&#x3D;2.3, &lt;2.3.1",Composer,"0,Apr,2019"
M,Cross-site Scripting (XSS),magento/community-edition,"&gt;&#x3D;2.1, &lt;2.1.17,&gt;&#x3D;2.2, &lt;2.2.8,&gt;&#x3D;2.3, &lt;2.3.1",Composer,"0,Apr,2019"
M,Cross-site Scripting (XSS),magento/community-edition,"&gt;&#x3D;2.1, &lt;2.1.17,&gt;&#x3D;2.2, &lt;2.2.8,&gt;&#x3D;2.3, &lt;2.3.1",Composer,"0,Apr,2019"
M,Cross-site Scripting (XSS),activesupport,"&lt; 4.2.2, &gt;&#x3D; 4.2,&lt; 4.1.11, &gt;&#x3D; 4.1.0",RubyGems,"1,Jun,2015"
M,Cross-site Scripting (XSS),cmsplugin-filer,"[,0.10.2)",pip,"1,Jun,2015"
M,Cross-site Scripting (XSS),tomcat:catalina,"[5.5,5.5.32)",Maven,"1,Jun,2015"
M,Cross-site Scripting (XSS),org.apache.tomcat:tomcat-catalina,"[7.0.0,7.0.6)",Maven,"1,Jun,2015"
M,Cross-site Scripting (XSS),org.apache.tomcat:catalina,"[6,6.0.29]",Maven,"1,Jun,2015"
M,Cross-site Scripting (XSS),org.apache.tomcat.embed:tomcat-embed-core,"[7.0.0,7.0.6)",Maven,"1,Jun,2015"
H,Cross-site Scripting (XSS),mxgraph,&lt;4.0.0,npm,"0,Jul,2019"
H,Cross-site Scripting (XSS),org.webjars.npm:mxgraph,"[,4.1.0)",Maven,"0,Jul,2019"
H,Cross-site Scripting (XSS),org.webjars.bowergithub.jgraph:mxgraph,"(,4.0.0)",Maven,"0,Jul,2019"
H,Cross-site Scripting (XSS),org.webjars.bower:mxgraph,"[0,]",Maven,"0,Jul,2019"
H,Cross-site Scripting (XSS),xorti/mxgraph-editor,&gt;&#x3D;0.0.0,Composer,"0,Jul,2019"
M,Cross-site Scripting (XSS),takeapeek,*,npm,"0,Jul,2019"
M,Cross-site Scripting (XSS),graylog-web-interface,&lt;2.4.6,npm,"2,Jun,2019"
C,Cross-site Scripting (XSS),org.apache.nifi:nifi-web-utils,"[,1.5.0)",Maven,"0,Feb,2018"
C,Cross-site Scripting (XSS),org.apache.nifi:nifi-web-error,"[,1.5.0)",Maven,"0,Feb,2018"
C,Cross-site Scripting (XSS),org.apache.nifi:nifi-jetty,"[,1.5.0)",Maven,"0,Feb,2018"
M,Cross-site Scripting (XSS),ezsystems/ezpublish-legacy,&lt;2017.08.0,Composer,"0,Feb,2018"
M,Cross-site Scripting (XSS),org.apache.deltaspike.modules:jsf-module-project,"[,1.8.1)",Maven,"3,Jan,2018"
M,Cross-site Scripting (XSS),org.apache.deltaspike.modules:deltaspike-jsf-module-impl,"[,1.8.1)",Maven,"3,Jan,2018"
M,Cross-site Scripting (XSS),org.jenkins-ci.plugins:subversion,"[,1.0.2)",Maven,"0,Jun,2020"
M,Cross-site Scripting (XSS),io.jenkins.plugins:echarts-api,"[,4.7.0-4)",Maven,"0,Jun,2020"
M,Cross-site Scripting (XSS),io.jenkins.plugins:echarts-api,"[,4.7.0-4)",Maven,"0,Jun,2020"
M,Cross-site Scripting (XSS),org.jenkins-ci.plugins:script-security,"[,1.73)",Maven,"0,Jun,2020"
M,Cross-site Scripting (XSS),elastic-app-search,&lt;7.7.0,RubyGems,"0,Jun,2020"
M,Cross-site Scripting (XSS),elastic-app-search,"[,7.7.0)",pip,"0,Jun,2020"
M,Cross-site Scripting (XSS),@elastic/app-search-node,&lt;7.7.0,npm,"0,Jun,2020"
M,Cross-site Scripting (XSS),@elastic/app-search-javascript,&lt;7.7.0,npm,"0,Jun,2020"
M,Cross-site Scripting (XSS),elastic/app-search,&lt;7.7.0,Composer,"0,Jun,2020"
C,Cross-site Scripting (XSS),kibana,"&lt;6.8.9,&lt;7.7.0",npm,"0,Jun,2020"
M,Cross-site Scripting (XSS),girder,"[,2.2.0)",pip,"3,Oct,2017"
M,Cross-site Scripting (XSS),django-pluggable-filebrowser,"[,3.4.2)",pip,"3,Oct,2017"
M,Cross-site Scripting (XSS),ckan,"[,1.8.1)",pip,"3,Oct,2017"
M,Cross-site Scripting (XSS),org.apache.openmeetings:openmeetings-web,"[1.9.0,3.1.0)",Maven,"3,Oct,2017"
M,Cross-site Scripting (XSS),org.apache.openmeetings:openmeetings-web,"[1.9.0,3.1.1)",Maven,"3,Oct,2017"
M,Cross-site Scripting (XSS),typo3/cms-viewpage,"&gt;&#x3D;11.0.0, &lt;11.3.1,&gt;&#x3D;10.0.0, &lt;10.4.18,&gt;&#x3D;9.0.0, &lt;9.5.28",Composer,"2,Jul,2021"
M,Cross-site Scripting (XSS),typo3/cms-backend,"&gt;&#x3D;11.0.0, &lt;11.3.1,&gt;&#x3D;10.0.0, &lt;10.4.18,&gt;&#x3D;9.0.0, &lt;9.5.28,&gt;&#x3D;8.0.0, &lt;8.7.41",Composer,"2,Jul,2021"
M,Cross-site Scripting (XSS),typo3/cms-lowlevel,"&gt;&#x3D;11.0.0, &lt;11.3.1,&gt;&#x3D;10.0.0, &lt;10.4.18,&gt;&#x3D;9.0.0, &lt;9.5.28,&gt;&#x3D;8.0.0, &lt;8.7.41",Composer,"2,Jul,2021"
M,Cross-site Scripting (XSS),typo3/cms-core,"&gt;&#x3D;11.0.0, &lt;11.3.1,&gt;&#x3D;10.0.0, &lt;10.4.18,&gt;&#x3D;9.0.0, &lt;9.5.28,&gt;&#x3D;8.0.0, &lt;8.7.41",Composer,"2,Jul,2021"
M,Cross-site Scripting (XSS),tui-editor,*,npm,"1,Jul,2021"
M,Cross-site Scripting (XSS),@toast-ui/editor,&lt;3.0.2,npm,"1,Jul,2021"
M,Cross-site Scripting (XSS),org.webjars.npm:tui-editor,"[0,]",Maven,"1,Jul,2021"
M,Cross-site Scripting (XSS),org.webjars.bower:tui-editor,"[0,]",Maven,"1,Jul,2021"
M,Cross-site Scripting (XSS),centreon/centreon,&lt;20.4.13,Composer,"1,Jul,2021"
M,Cross-site Scripting (XSS),nightscout,*,npm,"1,Jul,2021"
M,Cross-site Scripting (XSS),umeditor,*,npm,"1,Jul,2021"
M,Cross-site Scripting (XSS),pywb,"[, 2.6.0)",pip,"1,Aug,2021"
M,Cross-site Scripting (XSS),shopware/platform,&lt;6.4.3.1,Composer,"1,Aug,2021"
M,Cross-site Scripting (XSS),quokka,"[0,]",pip,"1,Aug,2021"
M,Cross-site Scripting (XSS),kindeditor,*,npm,"2,Sep,2021"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.kindsoft:kindeditor,"[0,]",Maven,"2,Sep,2021"
M,Cross-site Scripting (XSS),kindeditor,*,npm,"2,Sep,2021"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.kindsoft:kindeditor,"[0,]",Maven,"2,Sep,2021"
H,Cross-site Scripting (XSS),actionpack,"&gt;&#x3D;6.0.0, &lt;6.0.3.4",RubyGems,"0,Oct,2020"
M,Cross-site Scripting (XSS),impresscms/impresscms,&lt;1.4.1,Composer,"0,Oct,2020"
M,Cross-site Scripting (XSS),dompurify,&lt;2.0.17,npm,"0,Oct,2020"
M,Cross-site Scripting (XSS),org.webjars.npm:dompurify,"[,2.2.0)",Maven,"0,Oct,2020"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.cure53:dompurify,"[,2.2.6)",Maven,"0,Oct,2020"
M,Cross-site Scripting (XSS),org.webjars.bower:dompurify,"[0,)",Maven,"0,Oct,2020"
C,Cross-site Scripting (XSS),hellojs,&lt;1.18.6,npm,"0,Oct,2020"
H,Cross-site Scripting (XSS),genshi,"[,0.6.1)",pip,"0,Dec,2020"
M,Cross-site Scripting (XSS),markdown-it-texmath,&lt;0.9.0,npm,"3,Nov,2020"
M,Cross-site Scripting (XSS),netlify-cms-widget-markdown,&lt;2.12.9,npm,"3,Nov,2020"
M,Cross-site Scripting (XSS),org.craftercms:crafter-studio,"[3.0.0,3.0.1)",Maven,"2,Nov,2020"
M,Cross-site Scripting (XSS),org.craftercms:crafter-studio,"[3.0.0,3.0.1)",Maven,"2,Nov,2020"
M,Cross-site Scripting (XSS),google-closure-library,&gt;&#x3D;20190121.0.0 &lt;20190301.0.0,npm,"2,Apr,2019"
M,Cross-site Scripting (XSS),org.apache.zeppelin:zeppelin,"[,0.8.0)",Maven,"2,Apr,2019"
M,Cross-site Scripting (XSS),symfony/symfony,"&gt;&#x3D;2.7.0, &lt;2.7.51,&gt;&#x3D;2.8.0, &lt;2.8.50,&gt;&#x3D;4.0.0, &lt;4.1.0,&gt;&#x3D;3.4.0, &lt;3.4.26,&gt;&#x3D;3.1.0, &lt;3.2.0,&gt;&#x3D;4.1.0, &lt;4.1.12,&gt;&#x3D;3.0.0, &lt;3.1.0,&gt;&#x3D;3.3.0, &lt;3.4.0,&gt;&#x3D;3.2.0, &lt;3.3.0",Composer,"2,Apr,2019"
M,Cross-site Scripting (XSS),symfony/framework-bundle,"&gt;&#x3D;4.2.0, &lt;4.2.7",Composer,"2,Apr,2019"
M,Cross-site Scripting (XSS),bootstrap-sass,&lt;3.4.0,RubyGems,"1,Jan,2019"
M,Cross-site Scripting (XSS),bootstrap-sass,&lt;3.4.0,RubyGems,"1,Jan,2019"
M,Cross-site Scripting (XSS),bootstrap,"[,3.4.0)",NuGet,"1,Jan,2019"
M,Cross-site Scripting (XSS),bootstrap,"[,3.4.0)",NuGet,"1,Jan,2019"
M,Cross-site Scripting (XSS),bootstrap-sass,&lt;3.4.0,npm,"1,Jan,2019"
M,Cross-site Scripting (XSS),bootstrap-sass,&lt;3.4.0,npm,"1,Jan,2019"
M,Cross-site Scripting (XSS),bootstrap,&lt;3.4.0,npm,"1,Jan,2019"
M,Cross-site Scripting (XSS),bootstrap,&lt;3.4.0,npm,"1,Jan,2019"
M,Cross-site Scripting (XSS),org.webjars:bootstrap-sass,"[,3.4.0)",Maven,"1,Jan,2019"
M,Cross-site Scripting (XSS),org.webjars:bootstrap-sass,"[,3.4.0)",Maven,"1,Jan,2019"
M,Cross-site Scripting (XSS),org.webjars:bootstrap,"[,3.4.0)",Maven,"1,Jan,2019"
M,Cross-site Scripting (XSS),org.webjars:bootstrap,"[,3.4.0)",Maven,"1,Jan,2019"
M,Cross-site Scripting (XSS),org.webjars.npm:bootstrap-sass,"[,3.4.0)",Maven,"1,Jan,2019"
M,Cross-site Scripting (XSS),org.webjars.npm:bootstrap-sass,"[,3.4.0)",Maven,"1,Jan,2019"
M,Cross-site Scripting (XSS),org.webjars.npm:bootstrap,"[,3.4.0)",Maven,"1,Jan,2019"
M,Cross-site Scripting (XSS),org.webjars.npm:bootstrap,"[,3.4.0)",Maven,"1,Jan,2019"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.twbs:bootstrap-sass,"[,3.4.0)",Maven,"1,Jan,2019"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.twbs:bootstrap-sass,"[,3.4.0)",Maven,"1,Jan,2019"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.twbs:bootstrap,"(,3.4.0)",Maven,"1,Jan,2019"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.twbs:bootstrap,"(,3.4.0)",Maven,"1,Jan,2019"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.jasny:bootstrap,"[0,]",Maven,"1,Jan,2019"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.jasny:bootstrap,"[0,]",Maven,"1,Jan,2019"
L,Cross-site Scripting (XSS),symbiote/silverstripe-queuedjobs,"&gt;&#x3D;3.0.0, &lt;3.0.2,&gt;&#x3D;3.1.0, &lt;3.1.4,&gt;&#x3D;4.0.0, &lt;4.0.7,&gt;&#x3D;4.1.0, &lt;4.1.2,&gt;&#x3D;4.2.0, &lt;4.2.4,&gt;&#x3D;4.3.0, &lt;4.3.3,&gt;&#x3D;4.4.0, &lt;4.4.3,&gt;&#x3D;4.5.0, &lt;4.5.1,&gt;&#x3D;4.6.0, &lt;4.6.4",Composer,"1,Mar,2021"
M,Cross-site Scripting (XSS),moodle/moodle,"&gt;&#x3D;3.10.0-beta, &lt;3.10.2,&gt;&#x3D;3.9.0-beta, &lt;3.9.5,&gt;&#x3D;3.6.0-beta, &lt;3.8.8,&lt;3.5.17",Composer,"1,Mar,2021"
M,Cross-site Scripting (XSS),moodle/moodle,"&gt;&#x3D;3.10.0-beta, &lt;3.10.2,&gt;&#x3D;3.9.0-beta, &lt;3.9.5,&gt;&#x3D;3.6.0-beta, &lt;3.8.8,&lt;3.5.17",Composer,"1,Mar,2021"
M,Cross Site Scripting (XSS),getgrav/grav,&lt;1.6.29,Composer,"1,Mar,2021"
M,Cross-site Scripting (XSS),github.com/argoproj/argo-cd/server,"&gt;&#x3D;1.8.0-rc1 &lt;1.8.4,&lt;1.7.12",Go,"1,Mar,2021"
L,Cross-site Scripting (XSS),github.com/go-gitea/gitea,&gt;&#x3D;1.12.0-dev &lt;1.13.4,Go,"1,Mar,2021"
L,Cross-site Scripting (XSS),code.gitea.io/gitea,&gt;&#x3D;1.12.0-dev &lt;1.13.4,Go,"1,Mar,2021"
M,Cross-site Scripting (XSS),radiant,&gt;&#x3D;0.0.0,RubyGems,"2,Jul,2019"
M,Cross-site Scripting (XSS),grumpydictator/firefly-iii,&lt;4.7.17.2,Composer,"1,Jul,2019"
M,Cross-site Scripting (XSS),grumpydictator/firefly-iii,&lt;4.7.17.3,Composer,"1,Jul,2019"
M,Cross-site Scripting (XSS),grumpydictator/firefly-iii,&lt;4.7.17.3,Composer,"1,Jul,2019"
M,Cross-site Scripting (XSS),grumpydictator/firefly-iii,&lt;4.7.17.3,Composer,"1,Jul,2019"
M,Cross-site Scripting (XSS),dmn-js-properties-panel,&lt;0.3.0,npm,"1,Jul,2019"
M,Cross-site Scripting (XSS),cmmn-js-properties-panel,&lt;0.8.0,npm,"1,Jul,2019"
M,Cross-site Scripting (XSS),bpmn-js-properties-panel,&lt;0.31.0,npm,"1,Jul,2019"
M,Cross-site Scripting (XSS),org.webjars.npm:bpmn-js-properties-panel,"[0,]",Maven,"1,Jul,2019"
M,Cross-site Scripting (XSS),roundup,"[0,2.0.0)",pip,"1,Jul,2019"
M,Cross-site Scripting (XSS),shopware/platform,&lt;6.3.1.1,Composer,"2,Sep,2020"
M,Cross-site Scripting (XSS),shopware/core,&lt;6.3.1.1,Composer,"2,Sep,2020"
H,Cross-site Scripting (XSS),gon,&lt;6.4.0,RubyGems,"2,Sep,2020"
H,Cross-site Scripting (XSS),react-native-webview,&lt;11.0.0,npm,"2,Sep,2020"
H,Cross-site Scripting (XSS),org.webjars.npm:react-native-webview,"[0,]",Maven,"2,Sep,2020"
H,Cross-site Scripting (XSS),cabot,"[0,]",pip,"2,Sep,2020"
C,Cross-site Scripting (XSS),silverstripe-australia/advancedreports,&gt;&#x3D;1.1.1,Composer,"2,Sep,2020"
M,Cross-site Scripting (XSS),plone,"[2.1,3.3.5)",pip,"1,Jun,2010"
M,Cross-site Scripting (XSS),moin,"[,1.7.3),[1.9,1.9.3)",pip,"0,May,2010"
M,Cross-site Scripting (XSS),moin,"[1.9,1.9.3)",pip,"0,May,2010"
M,Cross-site Scripting (XSS),moin,"[,1.7.3),[1.8,1.8.8),[1.9,1.9.3)",pip,"0,May,2010"
L,Cross-site Scripting (XSS),moin,"[,1.9.3)",pip,"0,May,2010"
M,Cross-site Scripting (XSS),moin,"[,1.8.7),[1.9,1.9.2)",pip,"2,Feb,2010"
H,Cross-site Scripting (XSS),moin,"[,1.8.7),[1.9,1.9.2)",pip,"2,Feb,2010"
H,Cross-site Scripting (XSS),moin,"[,1.8.7)",pip,"2,Feb,2010"
M,Cross-site Scripting (XSS),zope2,"[,2.8.12),[2.9,2.9.12),[2.10,2.10.22),[2.11,2.11.6),[2.12,2.12.3)",pip,"1,Jan,2010"
M,Cross-site Scripting (XSS),zendframework/zendframework1,&lt;1.9.7,Composer,"0,Jan,2010"
